City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,lata,40.1629,-8.3327,17.82,69,41,3.73,PT,3600
290,smara,26.7384,-11.6719,28.05,29,6,7.72,EH,3600
291,paracin,43.8608,21.4078,18.02,60,0,1.26,RS,7200
292,okahandja,-21.9833,16.9167,13.61,20,0,3.96,NA,7200
293,kodinsk,58.6881,99.1844,14.13,49,43,1.44,RU,25200
294,alexandria,31.2156,29.9553,26.3,76,0,4.97,EG,10800
295,remire-montjoly,4.9167,-52.2667,32.02,66,20,6.69,GF,-10800
296,abrud,46.2667,23.0667,12.79,92,0,1.49,RO,10800
297,kisangani,0.5167,25.2,23.73,84,84,0.92,CD,7200
298,chibougamau,49.9168,-74.3659,13.79,41,75,3.09,CA,-14400
299,namibe,-15.1961,12.1522,19.42,88,6,1.32,AO,3600
300,kone,-21.0595,164.8658,17.58,73,13,1.11,NC,39600
301,perushtitsa,42.05,24.55,20.6,49,0,2.69,BG,10800
302,khovd,48.0056,91.6419,18.97,45,100,2.76,MN,25200
303,kapuskasing,49.4169,-82.4331,19.0,37,75,6.17,CA,-14400
304,shingu,33.7333,135.9833,21.91,96,100,0.25,JP,32400
305,nelson bay,-32.7167,152.15,10.65,91,99,0.45,AU,36000
306,labrador city,52.9463,-66.9114,11.95,54,75,5.14,CA,-10800
307,goure,13.9835,10.2704,33.33,34,99,1.91,NE,3600
308,wenling,28.3669,121.36,22.72,96,100,0.69,CN,28800
309,narvik,68.4384,17.4272,15.25,76,17,3.16,NO,7200
310,gorgan,36.8387,54.4348,23.98,78,0,2.06,IR,12600
311,bee cave,30.3085,-97.945,33.3,51,75,3.58,US,-18000
312,salekhard,66.53,66.6019,8.0,62,100,5.36,RU,18000
313,mogocha,53.7333,119.7667,11.04,96,100,1.59,RU,32400
314,freetown,8.484,-13.2299,26.84,83,75,4.12,SL,0
315,palmer,42.1584,-72.3287,24.04,38,20,5.66,US,-14400
316,zhosaly,45.4878,64.0781,29.66,23,0,3.72,KZ,18000
317,sultanah,24.4926,39.5857,41.25,6,75,6.17,SA,10800
318,choyr,46.3611,108.3611,16.18,37,0,2.55,MN,28800
319,voznesensk,47.5649,31.3308,18.36,94,100,5.04,UA,10800
320,richards bay,-28.783,32.0377,17.73,74,0,2.09,ZA,7200
321,zouerate,22.7187,-12.4521,36.62,18,68,5.0,MR,0
322,atafu village,-8.5421,-172.5159,28.32,75,100,3.69,TK,46800
323,novaya balakhna,56.4906,43.5919,18.0,88,12,2.44,RU,10800
324,energetik,51.7445,58.7934,23.04,65,100,3.08,RU,18000
325,kavaratti,10.5669,72.642,28.83,78,100,5.38,IN,19800
326,purranque,-40.9167,-73.1667,10.16,74,21,1.57,CL,-14400
327,vilyuchinsk,52.9306,158.4028,8.85,88,100,0.1,RU,43200
328,envira,-7.3,-70.2167,29.5,69,81,1.19,BR,-18000
329,alaghsas,17.0187,8.0168,30.41,38,9,7.22,NE,3600
330,elko,41.0002,-115.5012,22.87,15,11,10.73,US,-25200
331,hargeysa,9.56,44.065,24.0,49,58,9.7,SO,10800
332,wasco,35.5941,-119.341,25.53,19,0,1.54,US,-25200
333,klamath falls,42.2249,-121.7817,11.59,51,0,4.12,US,-25200
334,rabo de peixe,37.8,-25.5833,17.77,99,20,5.14,PT,0
335,opuwo,-18.0607,13.84,16.73,20,0,3.42,NA,7200
336,lethbridge,49.7,-112.8186,16.0,59,100,2.06,CA,-21600
337,puerto santa,-8.9906,-78.6456,19.68,77,15,5.87,PE,-18000
338,akureyri,65.6835,-18.0878,11.96,71,40,7.2,IS,0
339,yanggu,36.1106,115.7753,27.86,41,75,4.8,CN,28800
340,oum hadjer,13.2954,19.6966,33.45,35,61,2.74,TD,3600
341,dunedin,-45.8742,170.5036,7.67,83,100,0.89,NZ,43200
342,santa elena de uairen,4.6167,-61.1333,21.46,79,100,2.88,VE,-14400
343,shengli,37.4564,118.4856,23.14,64,5,2.34,CN,28800
344,nadi,-17.8,177.4167,23.0,94,40,0.0,FJ,43200
345,baneh,35.9975,45.8853,19.84,31,0,2.6,IR,12600
346,sedalia,38.7045,-93.2283,29.89,54,0,6.17,US,-18000
347,sibolga,1.7427,98.7792,26.02,88,100,0.51,ID,25200
348,kiffa,16.6166,-11.4045,38.99,27,6,5.87,MR,0
349,nikolayevsk,50.0282,45.4595,22.81,66,100,4.52,RU,10800
350,shahrud,36.4182,54.9763,22.71,50,0,3.34,IR,12600
351,alesund,62.4723,6.1549,17.08,67,0,5.14,NO,7200
352,keflavik,64.0049,-22.5624,14.24,67,75,7.2,IS,0
353,buka,40.8108,69.1986,24.03,27,2,0.87,UZ,18000
354,adiake,5.2863,-3.304,24.79,89,99,2.36,CI,0
355,kharp,66.8014,65.8081,7.62,81,100,2.68,RU,18000
356,norton,-17.8833,30.7,10.04,65,0,2.54,ZW,7200
357,cockburn town,21.4612,-71.1419,27.75,79,100,3.59,TC,-14400
358,berezovyy,51.6667,135.7,10.76,97,100,1.61,RU,36000
359,bindura,-17.3019,31.3306,12.22,63,0,1.25,ZW,7200
360,aketi,2.7388,23.7833,22.56,97,100,2.03,CD,7200
361,kemijarvi,66.7131,27.4306,11.34,85,96,2.05,FI,10800
362,ebon,4.582,168.6964,28.38,76,100,4.87,MH,43200
363,lewistown,40.5992,-77.5714,25.56,100,0,2.72,US,-14400
364,severo-yeniseyskiy,60.3725,93.0408,14.76,68,100,1.34,RU,25200
365,baghdad,33.3406,44.4009,38.95,15,0,5.14,IQ,10800
366,orting,47.0979,-122.2043,13.39,76,75,4.12,US,-25200
367,puerto aysen,-45.4,-72.7,6.06,99,100,1.77,CL,-14400
368,vorgashor,67.5833,63.95,3.78,81,94,2.94,RU,10800
369,funadhoo,6.15,73.2667,28.26,78,100,5.79,MV,18000
370,eirunepe,-6.6603,-69.8736,29.22,68,100,0.56,BR,-18000
371,yigo village,13.5361,144.8886,27.29,85,40,6.17,GU,36000
372,belle fourche,44.6714,-103.8522,31.15,32,1,2.87,US,-21600
373,turpan,42.9333,89.1667,30.64,32,100,1.03,CN,28800
374,jayapura,-2.5333,140.7,24.66,96,89,2.32,ID,32400
375,sao gabriel da cachoeira,-0.1303,-67.0892,25.89,94,75,4.63,BR,-14400
376,aden,12.7794,45.0367,32.77,55,44,1.93,YE,10800
377,tindouf,27.6711,-8.1474,39.25,12,40,6.17,DZ,3600
378,port douglas,-16.4833,145.4667,19.32,72,2,1.76,AU,36000
379,terrace heights,46.6062,-120.4398,16.69,34,20,9.77,US,-25200
380,afaahiti,-17.75,-149.2833,25.93,82,34,8.42,PF,-36000
381,hasaki,35.7333,140.8333,21.22,97,100,6.08,JP,32400
382,merizo village,13.2658,144.6691,27.75,89,84,7.58,GU,36000
383,fort mcmurray,56.7268,-111.381,12.73,94,100,3.09,CA,-21600
384,hinton,53.4001,-117.5857,15.07,36,100,3.39,CA,-21600
385,puerto san jose,13.9256,-90.8244,25.17,97,100,5.51,GT,-21600
386,murzuq,25.9155,13.9184,35.58,12,0,5.2,LY,7200
387,berdigestyakh,62.0989,126.6992,11.59,95,100,1.5,RU,32400
388,shrewsbury,52.7101,-2.7521,12.07,78,75,4.12,GB,3600
389,winfield,37.2398,-96.9956,32.71,53,0,8.75,US,-18000
390,sardarapat,40.1321,44.0097,26.53,38,8,1.57,AM,14400
391,poli,-3.3333,36.8,14.52,62,41,1.54,TZ,10800
392,kristiansund,63.1115,7.732,20.56,47,14,1.54,NO,7200
393,peace river,56.2501,-117.286,10.17,93,100,6.69,CA,-21600
394,ntungamo,-0.8833,29.65,21.27,66,74,1.37,UG,10800
395,papao,-17.75,-149.55,26.82,81,24,9.5,PF,-36000
396,nuku'alofa,-21.1333,-175.2,23.19,100,75,1.03,TO,46800
397,partenit,44.578,34.3446,19.83,82,88,4.03,UA,10800
398,weno,7.4515,151.8468,26.97,83,75,2.06,FM,36000
399,dhidhdhoo,6.8833,73.1,28.42,77,99,5.57,MV,18000
400,mitsamiouli,-11.3847,43.2844,26.03,72,9,5.48,KM,10800
401,greymouth,-42.4667,171.2,5.94,92,100,4.45,NZ,43200
402,talnakh,69.4865,88.3972,5.67,93,100,2.57,RU,25200
403,kayangel,8.0823,134.7173,29.05,73,100,2.59,PW,32400
404,lowicz,52.1071,19.9453,20.85,66,99,4.45,PL,7200
405,broome,42.2506,-75.833,22.66,53,40,5.14,US,-14400
406,gombi,10.1614,12.7399,22.42,84,100,1.62,NG,3600
407,port shepstone,-30.7414,30.455,18.61,76,89,3.34,ZA,7200
408,belyy yar,53.6039,91.3903,15.94,77,0,2.0,RU,25200
409,thunder bay,48.4001,-89.3168,17.95,63,40,5.14,CA,-14400
410,mbale,1.0821,34.175,19.72,85,68,2.07,UG,10800
411,siverskiy,59.3544,30.0783,11.68,90,1,1.02,RU,10800
412,axim,4.8699,-2.2405,24.89,89,100,2.25,GH,0
413,happy valley-goose bay,53.3168,-60.3315,21.17,30,75,5.14,CA,-10800
414,pandan,14.0453,124.1694,27.37,84,98,2.96,PH,28800
415,karanpur,29.8419,73.4542,37.47,21,0,3.39,IN,19800
416,mirnyy,62.5353,113.9611,5.69,82,100,4.92,RU,32400
417,byerazino,53.8391,28.9879,14.78,94,98,2.91,BY,10800
418,tazacorte,28.629,-17.9293,23.42,71,40,7.2,ES,3600
419,twon-brass,4.3151,6.2418,25.6,88,100,5.79,NG,3600
420,masterton,-40.9597,175.6575,7.83,82,37,2.98,NZ,43200
421,tangalle,6.024,80.7911,27.09,86,100,5.27,LK,19800
422,cajamarca,-7.1638,-78.5003,23.04,40,75,2.57,PE,-18000
423,ponta delgada,37.7333,-25.6667,21.4,68,20,6.69,PT,0
424,akjoujt,19.6969,-14.4164,40.45,18,13,2.46,MR,0
425,pangody,65.85,74.4859,5.11,84,4,5.54,RU,18000
426,port victoria,0.0939,33.9756,21.94,74,49,1.26,KE,10800
427,amga,60.8953,131.9608,13.59,60,95,2.7,RU,32400
428,fada,9.5667,8.3,21.82,91,100,1.53,NG,3600
429,susuman,62.7833,148.1667,9.43,87,75,2.68,RU,39600
430,juneau,58.3019,-134.4197,12.48,89,40,4.12,US,-28800
431,meadow lake,34.8014,-106.5436,29.37,29,0,2.69,US,-21600
432,isiro,2.7739,27.616,20.22,98,100,0.36,CD,7200
433,malango,-2.9627,119.9001,19.36,99,100,0.64,ID,28800
434,kill devil hills,36.0307,-75.676,25.28,74,0,6.17,US,-14400
435,cabedelo,-6.9811,-34.8339,27.37,83,39,7.41,BR,-10800
436,nago,26.5881,127.9761,27.04,90,100,5.11,JP,32400
437,yuanping,38.7153,112.7575,18.66,46,98,0.41,CN,28800
438,sur,22.5667,59.5289,32.53,59,5,3.08,OM,14400
439,selfoss,63.9331,-20.9971,15.58,60,100,3.34,IS,0
440,mejit,10.2753,170.8646,28.2,78,100,5.6,MH,43200
441,dodola,6.9833,39.1833,12.33,71,13,2.33,ET,10800
442,punakha,27.5837,89.8598,21.31,96,100,0.54,BT,21600
443,birjand,32.8663,59.2211,26.26,25,40,5.14,IR,12600
444,kindu,-2.95,25.95,24.07,44,6,1.16,CD,7200
445,grand gaube,-20.0064,57.6608,24.49,84,100,0.89,MU,14400
446,saint-philippe,-21.3585,55.7679,21.77,91,97,3.29,RE,14400
447,jumla,29.2747,82.1838,12.64,56,0,2.69,NP,20700
448,concordia,-31.393,-58.0209,21.55,68,40,6.17,AR,-10800
449,daru,-9.0763,143.2092,24.42,76,100,4.25,PG,36000
450,gebre guracha,9.8,38.4,19.15,35,95,1.09,ET,10800
451,gwadar,25.1216,62.3254,28.21,86,26,4.71,PK,18000
452,loch garman,52.3342,-6.4575,13.27,100,98,5.81,IE,3600
453,lhuentse,27.6679,91.1839,20.41,99,100,0.09,BT,21600
454,luebo,-5.35,21.4167,22.77,43,5,0.78,CD,7200
455,brenham,30.1669,-96.3977,33.24,54,40,3.09,US,-18000
456,pariaman,-0.619,100.12,26.03,88,100,2.01,ID,25200
457,san pedro tlanixco,19.0614,-99.6556,21.2,26,0,2.49,MX,-21600
458,iranshahr,27.2025,60.6848,37.19,15,0,4.12,IR,12600
459,ulsteinvik,62.3432,5.8487,19.5,68,3,1.94,NO,7200
460,dwarka,22.2394,68.9678,30.26,74,97,6.74,IN,19800
461,george,-33.963,22.4617,10.75,76,40,1.03,ZA,7200
462,acajutla,13.5928,-89.8275,26.14,89,100,2.52,SV,-21600
463,kaluga,54.5,35.5,15.96,86,100,1.94,RU,10800
464,kosciusko,33.0576,-89.5876,33.79,35,0,1.75,US,-18000
465,nova vicosa,-17.8919,-39.3719,26.08,71,43,3.59,BR,-10800
466,ketchikan,55.3422,-131.6461,13.07,76,75,4.63,US,-28800
467,staraya kulatka,52.7167,47.6167,21.68,77,99,4.39,RU,14400
468,tofol,5.3248,163.0078,28.79,68,99,6.24,FM,39600
469,luanda,-8.8368,13.2343,24.0,78,0,3.6,AO,3600
470,yuzhno-kurilsk,44.0306,145.8556,11.88,89,100,2.2,RU,36000
471,carnarvon,-24.8667,113.6333,20.16,74,66,3.92,AU,28800
472,koryazhma,61.3143,47.1691,9.67,96,0,2.23,RU,10800
473,las palmas de gran canaria,28.0997,-15.4134,23.47,58,20,13.38,ES,3600
474,khorugh,37.4897,71.553,14.53,44,0,1.83,TJ,18000
475,praia da vitoria,38.7333,-27.0667,23.14,73,40,2.69,PT,0
476,laguna,38.421,-121.4238,25.42,33,0,4.12,US,-25200
477,trairi,-3.2778,-39.2689,27.45,78,100,4.17,BR,-10800
478,lockwood,45.8191,-108.4149,24.54,45,40,2.06,US,-21600
479,mthatha,-31.5889,28.7844,11.29,96,16,0.73,ZA,7200
480,leticia,-4.2153,-69.9406,32.03,70,75,3.09,CO,-18000
481,kenai,60.5544,-151.2583,20.02,45,0,4.12,US,-28800
482,tatarsk,55.219,75.9828,19.78,88,6,1.86,RU,25200
483,heroica caborca,30.7167,-112.15,39.14,9,0,2.87,MX,-25200
484,la sarre,48.8002,-79.1996,15.55,46,90,3.01,CA,-14400
485,kirensk,57.7853,108.1119,8.31,64,72,0.89,RU,28800
486,flexeiras,-9.1975,-35.7808,26.87,87,21,5.54,BR,-10800
487,benguela,-12.5763,13.4055,21.03,89,25,0.84,AO,3600
488,vershino-darasunskiy,52.35,115.5167,10.74,89,100,1.7,RU,32400
489,sal rei,16.1833,-22.9167,25.11,73,75,7.72,CV,-3600
490,turkmenbasy,40.0222,52.9552,25.43,50,0,2.06,TM,18000
491,neryungri,56.6709,124.6491,11.22,93,100,2.01,RU,32400
492,nazca,-14.8333,-74.95,25.97,30,4,2.8,PE,-18000
493,akune,32.0167,130.2,22.85,89,88,2.2,JP,32400
494,sao joao do paraiso,-15.3136,-42.0144,26.95,35,0,5.23,BR,-10800
495,kasongo-lunda,-6.4667,16.8167,22.0,35,21,1.45,CD,3600
496,fuxin,42.0156,121.6589,19.59,40,6,0.8,CN,28800
497,ugoofaaru,5.6667,73.0,28.16,79,100,5.66,MV,18000
498,chapaev,50.2,51.1667,24.11,59,0,7.23,KZ,18000
499,skelleftea,64.7507,20.9528,16.67,73,0,3.09,SE,7200
500,tamandare,-8.7597,-35.1047,25.34,83,16,6.68,BR,-10800
501,jalingo,8.8833,11.3667,23.99,89,100,2.63,NG,3600
502,paragominas,-2.9667,-47.4833,28.19,72,99,1.54,BR,-10800
503,matoury,4.8483,-52.3317,31.98,66,20,6.69,GF,-10800
504,ardakan,32.31,54.0175,28.49,31,1,1.92,IR,12600
505,turbat,26.0023,63.044,31.23,56,0,1.96,PK,18000
506,lubang,13.8584,120.124,28.69,75,100,3.32,PH,28800
507,chimoio,-19.1164,33.4833,17.75,88,75,2.41,MZ,7200
508,suva,-18.1416,178.4415,21.71,100,75,0.0,FJ,43200
509,sangueya,10.7,-14.3667,25.53,91,100,2.78,GN,0
510,san fernando,15.0286,120.6898,27.85,91,73,0.91,PH,28800
511,male,4.1748,73.5089,28.97,70,20,2.57,MV,18000
512,nushki,29.5542,66.0215,31.5,13,36,1.7,PK,18000
513,nanao,37.05,136.9667,22.32,83,89,2.13,JP,32400
514,sao felix do xingu,-6.6447,-51.995,34.09,34,98,2.84,BR,-10800
515,sweet home,44.3976,-122.7362,13.36,73,86,1.79,US,-25200
516,curaca,-8.9903,-39.9094,31.44,32,50,8.46,BR,-10800
517,dawei,14.0833,98.2,26.2,90,90,0.8,MM,23400
518,tromso,69.6496,18.957,10.01,87,20,7.72,NO,7200
519,nagqu,31.5,92.0,7.45,65,7,2.03,CN,28800
520,'alaqahdari dishu,30.4374,63.313,33.58,14,0,5.51,AF,16200
521,mahina,-17.5065,-149.489,26.87,74,0,2.06,PF,-36000
522,cole harbour,44.6724,-63.4751,13.96,94,100,4.63,CA,-10800
523,scottsboro,34.6723,-86.0341,33.78,46,20,1.54,US,-18000
524,joshimath,30.5667,79.5667,17.35,44,0,3.31,IN,19800
525,mohale's hoek,-30.1514,27.4769,9.05,41,3,0.86,LS,7200
526,kanggye,40.9695,126.5852,11.46,95,66,1.49,KP,32400
527,port saint john's,-31.6229,29.5448,19.47,84,95,2.29,ZA,7200
528,bayanaul,50.7889,75.6956,18.4,72,35,2.79,KZ,18000
529,salym,60.0625,71.4789,17.79,97,34,1.36,RU,18000
530,illizi,26.4833,8.4667,41.89,8,0,5.02,DZ,3600
531,elbistan,38.2059,37.1983,20.52,60,100,0.35,TR,10800
532,chul'man,56.8479,124.9104,11.27,88,100,2.68,RU,32400
533,ambovombe,-25.1667,46.0833,18.43,71,2,1.87,MG,10800
534,mahabad,36.7631,45.7222,20.59,39,0,0.7,IR,12600
535,mar del plata,-38.0023,-57.5575,18.26,47,0,3.58,AR,-10800
536,vila franca do campo,37.7167,-25.4333,18.27,99,23,2.42,PT,0
537,sacramento,38.4666,-121.3177,25.37,37,0,4.12,US,-25200
538,taro,-8.3862,115.28,21.59,96,0,0.91,ID,28800
539,shiqian,27.5225,108.2281,22.43,86,26,0.97,CN,28800
540,pointe michel,15.25,-61.3833,31.52,66,40,3.09,DM,-14400
541,san andres,12.5847,-81.7006,29.01,89,20,1.54,CO,-18000
542,annau,37.8876,58.516,26.72,36,75,3.09,TM,18000
543,zaozersk,69.4005,32.4476,14.26,66,100,3.57,RU,10800
544,tosontsengel,48.7567,98.2839,8.7,88,48,0.68,MN,25200
545,jinchang,38.4953,102.1739,21.55,52,100,2.77,CN,28800
546,klaksvik,62.2266,-6.589,13.51,89,100,9.01,FO,3600
547,igarka,67.4667,86.5833,9.45,73,99,3.13,RU,25200
548,vernon,50.2581,-119.2691,9.72,84,100,1.54,CA,-25200
549,kyshtovka,56.555,76.6271,21.3,89,45,2.24,RU,25200
550,podgorenskiy,50.405,39.6429,19.27,98,100,4.16,RU,10800
551,carora,10.1755,-70.0827,34.2,37,95,3.7,VE,-14400
552,torghay,49.6339,63.4981,26.19,48,29,2.12,KZ,18000
553,ormond-by-the-sea,29.3491,-81.0665,31.28,69,40,5.14,US,-14400
554,kanash,55.5086,47.4956,17.58,88,5,2.29,RU,10800
555,khanty-mansiysk,61.0042,69.0019,23.06,73,20,3.0,RU,18000
556,canandaigua,42.8742,-77.288,20.8,61,3,1.79,US,-14400
557,celestun,20.8667,-90.4,28.72,77,100,3.01,MX,-21600
558,tsengel,49.4783,100.8894,14.22,41,0,1.95,MN,28800
559,waingapu,-9.6567,120.2641,22.37,76,60,1.45,ID,28800
560,zacapoaxtla,19.8833,-97.5833,25.64,46,4,4.5,MX,-21600
561,itaituba,-4.2761,-55.9836,33.09,58,40,3.6,BR,-10800
562,noumea,-22.2763,166.4572,21.67,99,29,2.19,NC,39600
563,dyatlovo,53.4631,25.4068,13.79,81,5,1.44,BY,10800
564,kalaleh,37.3807,55.4916,23.78,78,40,0.0,IR,12600
565,el granada,37.5027,-122.4694,19.16,61,0,8.23,US,-25200
566,bac lieu,9.285,105.7244,28.17,80,100,4.47,VN,25200
567,kangding,30.0513,101.9603,15.6,98,100,0.77,CN,28800
568,vorkuta,67.5,64.0,3.95,81,100,3.58,RU,10800
569,sarandi grande,-33.7333,-56.3333,19.69,67,2,3.59,UY,-10800
570,woodlake,37.4211,-77.6793,29.76,43,20,3.09,US,-14400
571,kahriz,34.3838,47.0553,29.04,13,20,3.09,IR,12600
572,hoshcha,50.6003,26.6744,14.54,90,3,3.19,UA,10800
573,santa cruz,-17.8,-63.1667,24.03,94,100,7.2,BO,-14400
574,nizhneudinsk,54.9076,99.0276,15.24,70,58,0.94,RU,28800
575,cafayate,-26.073,-65.9761,17.59,57,11,5.2,AR,-10800
576,acarau,-2.8856,-40.12,28.49,75,31,5.67,BR,-10800
577,nouadhibou,20.931,-17.0347,21.99,68,0,9.26,MR,0
578,bubaque,11.2833,-15.8333,26.99,82,100,8.05,GW,0
579,chernyshevskiy,63.0128,112.4714,4.24,78,51,3.27,RU,32400
580,villars-sur-glane,46.7905,7.1172,16.38,59,75,3.09,CH,7200
581,san isidro,-12.1167,-77.05,17.77,72,100,3.09,PE,-18000
582,sorong,-0.8833,131.25,24.61,94,100,3.55,ID,32400
